Region,Year,Sex,Age,artstart_n,cd4_artstart_n,cd4_art_0_200,cd4_art_201_350,cd4_art_351_500,cd4_art_501_up,cd4_art_median,cd4_art_p25,cd4_art_p75,artstart_30d_n,cd4_art_perc,artstart_9mo_n,vl_6mo_n,vl_6mo_perc,vl_supp_6mo_n,vl_supp_6mo_perc,artstart_15mo_n,vl_12mo_n,vl_12mo_perc,vl_supp_12mo_n,vl_supp_12mo_perc
WA,2014,Female,20-49,1484,1380,637,476,184,83,221,92.75,323,1464,94.3,1282,232,18.1,199,85.8,1191,294,24.7,248,84.4
WA,2014,Female,50+,168,154,66,54,26,*,239,110.75,338.75,167,92.2,148,27,18.2,26,96.3,141,40,28.4,39,97.5
WA,2015,Male,20-49,581,506,242,130,87,47,214.5,67.25,363,570,88.8,502,192,38.2,173,90.1,466,199,42.7,167,83.9
WA,2015,Male,50+,198,172,83,50,26,13,212.356,85.75,339.5,194,88.7,164,53,32.3,46,86.8,153,54,35.3,50,92.6
WA,2015,Female,20-49,1309,1148,426,334,226,162,273,126,395,1284,89.4,1128,382,33.9,351,91.9,1067,496,46.5,454,91.5
WA,2015,Female,50+,195,181,60,47,59,15,289,167,415,190,95.3,166,47,28.3,42,89.4,153,53,34.6,50,94.3
WA,2016,Male,20-49,447,377,185,88,62,42,206,69,373,438,86.1,374,137,36.6,125,91.2,349,128,36.7,111,86.7
WA,2016,Male,50+,164,142,68,31,24,19,209,79.25,374,163,87.1,133,59,44.4,53,89.8,123,47,38.2,40,85.1
WA,2016,Female,20-49,1047,896,333,248,202,113,273.5,133.75,405.25,1035,86.6,924,389,42.1,349,89.7,881,324,36.8,289,89.2
WA,2016,Female,50+,191,166,49,45,43,29,314.5,162.5,469,189,87.8,173,60,34.7,52,86.7,166,49,29.5,46,93.9
WA,2017,Male,20-49,453,336,133,77,65,61,268,104.75,436.5,446,75.3,384,146,38,129,88.4,364,169,46.4,146,86.4
WA,2017,Male,50+,140,103,44,22,13,24,231,85,472.5,138,74.6,114,49,43,45,91.8,109,46,42.2,40,87
WA,2017,Female,20-49,892,702,220,153,127,202,326.5,153.25,545,882,79.6,761,324,42.6,288,88.9,730,335,45.9,300,89.6
WA,2017,Female,50+,158,117,37,16,17,47,403,157,609,156,75,137,55,40.1,53,96.4,129,37,28.7,35,94.6
WA,2018,Male,20-49,331,218,94,50,30,44,241,90,431.720625,321,67.9,264,113,42.8,99,87.6,243,91,37.4,87,95.6
WA,2018,Male,50+,109,79,37,21,14,*,222,113,364.5,107,73.8,83,42,50.6,37,88.1,82,37,45.1,33,89.2
WA,2018,Female,20-49,614,413,176,76,68,93,268.0488,94,476,606,68.2,506,214,42.3,191,89.3,465,157,33.8,136,86.6
WA,2018,Female,50+,121,73,27,16,*,23,276,133,579.684,120,60.8,99,41,41.4,37,90.2,92,34,37,31,91.2
WA,2019,Male,20-49,379,195,93,44,25,33,220,83,393,375,52,314,122,38.9,108,88.5,287,89,31,77,86.5
WA,2019,Male,50+,130,72,30,15,*,18,241.5,141.25,460.6474,127,56.7,103,37,35.9,34,91.9,92,32,34.8,30,93.8
WA,2019,Female,20-49,720,402,160,92,55,95,273,107.5,487.75,717,56.1,617,234,37.9,217,92.7,570,194,34,172,88.7
WA,2019,Female,50+,133,83,36,22,*,17,242,103.5,447.5,128,64.8,110,32,29.1,29,90.6,102,29,28.4,24,82.8
WA,2020,Male,20-49,855,139,60,35,24,20,235,86.5,372.5,855,16.3,787,347,44.1,332,95.7,746,181,24.3,161,89
WA,2020,Male,50+,140,46,22,*,*,*,215,90.25,447.5,140,32.9,116,38,32.8,35,92.1,112,39,34.8,35,89.7
WA,2020,Female,20-49,773,213,69,53,36,55,283,155,509,768,27.7,629,283,45,262,92.6,555,223,40.2,204,91.5
WA,2020,Female,50+,153,47,19,13,*,*,250,139.5,411,150,31.3,122,42,34.4,35,83.3,116,42,36.2,37,88.1
WA,2021,Male,20-49,789,80,32,19,15,14,250.5,113.5,448.3476,782,10.2,735,290,39.5,265,91.4,709,171,24.1,163,95.3
WA,2021,Male,50+,89,22,*,*,*,*,233.5,127.5,416.75,88,25,74,48,64.9,43,89.6,62,29,46.8,26,89.7
WA,2021,Female,20-49,539,148,48,34,25,41,292,141.75,522.5,536,27.6,461,252,54.7,227,90.1,431,229,53.1,210,91.7
WA,2021,Female,50+,115,28,12,*,*,*,218.5,99.5,357.25,112,25,88,60,68.2,56,93.3,82,44,53.7,42,95.5
WA,2022,Male,20-49,499,86,39,21,*,16,223.5,93,400.25,495,17.4,383,144,37.6,130,90.3,244,61,25,52,85.2
WA,2022,Male,50+,84,37,15,*,*,12,308,89,699,82,45.1,46,29,63,28,96.6,14,*,*,*,*
WA,2022,Female,20-49,438,128,45,21,29,33,329.3487,134,506.75,431,29.7,265,140,52.8,130,92.9,143,64,44.8,58,90.6
WA,2022,Female,50+,95,31,*,*,*,*,300,166.5,458.5,95,32.6,60,36,60,32,88.9,36,19,52.8,19,100
WA,2023,Male,20-49,171,51,20,14,*,13,290,104.5,499.5,165,30.9,41,15,36.6,*,*,**,**,**,**,**
WA,2023,Male,50+,47,18,*,*,*,*,112,77.75,436.75,43,41.9,*,*,*,*,*,**,**,**,**,**
WA,2023,Female,20-49,210,98,46,22,13,17,241,115.25,402.5,197,49.7,39,*,*,*,*,**,**,**,**,**
WA,2023,Female,50+,46,22,*,*,*,*,205,59.5,290.25,45,48.9,11,*,*,*,*,**,**,**,**,**
WA,2024,Male,20-49,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
WA,2024,Male,50+,0,0,,,,,,,,0,,0,0,,0,,**,**,**,**,**
WA,2024,Female,20-49,0,0,,,,,,,,0,,0,0,,0,,**,**,**,**,**
WA,2024,Female,50+,*,0,,,,,,,,*,*,0,0,,0,,**,**,**,**,**
