Region,Year,Sex,Age,artstart_n,cd4_artstart_n,cd4_art_0_200,cd4_art_201_350,cd4_art_351_500,cd4_art_501_up,cd4_art_median,cd4_art_p25,cd4_art_p75,artstart_30d_n,cd4_art_perc,artstart_9mo_n,vl_6mo_n,vl_6mo_perc,vl_supp_6mo_n,vl_supp_6mo_perc,artstart_15mo_n,vl_12mo_n,vl_12mo_perc,vl_supp_12mo_n,vl_supp_12mo_perc
CN,2008,ALL,50+,254,202,127,63,*,*,169,78.25,237,244,82.8,230,75,32.6,71,94.7,222,83,37.4,81,97.6
CN,2009,ALL,20-49,1706,1463,734,613,78,38,200,87,289,1647,88.8,1494,462,30.9,431,93.3,1431,557,38.9,511,91.7
CN,2009,ALL,50+,291,249,124,106,14,*,202,86,281,285,87.4,246,52,21.1,49,94.2,235,81,34.5,72,88.9
CN,2010,ALL,20-49,1654,1453,733,545,108,67,200,77,300,1580,92,1462,566,38.7,528,93.3,1410,537,38.1,494,92
CN,2010,ALL,50+,242,221,110,91,12,*,202,80,291,232,95.3,209,70,33.5,64,91.4,204,70,34.3,68,97.1
CN,2011,ALL,20-49,1959,1728,729,622,199,178,238,90.75,337.25,1863,92.8,1685,704,41.8,653,92.8,1624,633,39,591,93.4
CN,2011,ALL,50+,306,260,128,90,31,11,204,79.75,318.25,284,91.5,248,102,41.1,96,94.1,240,97,40.4,90,92.8
CN,2012,ALL,20-49,2167,1804,716,654,259,175,248,111.75,348.25,2039,88.5,1846,673,36.5,622,92.4,1763,603,34.2,552,91.5
CN,2012,ALL,50+,366,294,128,94,37,35,230.5,106.25,349.75,348,84.5,306,82,26.8,79,96.3,292,80,27.4,75,93.8
CN,2013,ALL,20-49,2745,1854,689,590,315,260,270,129,387.75,2620,70.8,2354,904,38.4,831,91.9,2265,811,35.8,761,93.8
CN,2013,ALL,50+,392,236,101,64,38,33,239.5,116.25,398,368,64.1,329,102,31,94,92.2,315,84,26.7,76,90.5
CN,2014,ALL,20-49,2898,2149,729,566,540,314,296,145,433,2751,78.1,2489,902,36.2,805,89.2,2376,886,37.3,780,88
CN,2014,ALL,50+,540,408,132,92,95,89,307.5,149.75,482.25,511,79.8,459,144,31.4,133,92.4,436,126,28.9,108,85.7
CN,2015,ALL,20-49,2683,1583,586,392,313,292,276,117,444.5,2474,64,2220,958,43.2,832,86.8,2130,1043,49,874,83.8
CN,2015,ALL,50+,496,277,115,59,36,67,253,84,479,460,60.2,414,124,30,112,90.3,404,151,37.4,136,90.1
CN,2016,ALL,20-49,2950,1129,433,261,189,246,272,99,466,2673,42.2,2371,1492,62.9,1265,84.8,2269,1139,50.2,893,78.4
CN,2016,ALL,50+,429,156,63,35,27,31,257,105.75,439.75,406,38.4,346,239,69.1,200,83.7,329,165,50.2,131,79.4
CN,2017,ALL,20-49,2660,1615,517,345,338,415,331,147,510,2469,65.4,2202,1615,73.3,1384,85.7,2098,1052,50.1,844,80.2
CN,2017,ALL,50+,403,195,88,43,25,39,224,99,437,389,50.1,334,245,73.4,201,82,310,148,47.7,115,77.7
CN,2018,ALL,20-49,2573,1570,449,382,309,430,330,177,522,2503,62.7,2282,1729,75.8,1472,85.1,2044,1290,63.1,1077,83.5
CN,2018,ALL,50+,308,160,62,38,27,33,252.5,110.25,452.5,295,54.2,264,218,82.6,193,88.5,240,156,65,131,84
CN,2019,ALL,20-49,1985,1232,332,264,257,379,360,185.75,556.25,1943,63.4,1595,1025,64.3,915,89.3,1346,696,51.7,592,85.1
CN,2019,ALL,50+,264,153,56,38,24,35,273,120,483,261,58.6,229,148,64.6,135,91.2,208,111,53.4,100,90.1
CN,2020,ALL,20-49,1024,721,213,157,137,214,337,171,536,992,72.7,834,503,60.3,438,87.1,706,361,51.1,313,86.7
CN,2020,ALL,50+,159,110,36,22,25,27,306,166.25,490.5,153,71.9,129,71,55,66,93,112,67,59.8,59,88.1
CN,2021,ALL,20-49,906,615,201,163,99,152,300,136,496,866,71,735,476,64.8,439,92.2,611,365,59.7,334,91.5
CN,2021,ALL,50+,130,75,38,16,*,12,197,109.5,361,123,61,109,61,56,59,96.7,93,63,67.7,56,88.9
CN,2022,ALL,20-49,1087,595,227,123,116,129,286,105.5,469,1009,59,753,516,68.5,455,88.2,425,309,72.7,264,85.4
CN,2022,ALL,50+,144,73,35,15,*,17,208,81,389,134,54.5,93,68,73.1,60,88.2,60,43,71.7,39,90.7
CN,2023,ALL,20-49,750,337,105,72,67,93,333,163,528,696,48.4,65,46,70.8,37,80.4,**,**,**,**,**
CN,2023,ALL,50+,128,47,20,*,13,*,275,99,456,122,38.5,16,11,68.8,*,*,**,**,**,**,**
CN,2024,ALL,20-49,18,15,*,*,*,*,500,278.5,585,18,83.3,0,0,,0,,**,**,**,**,**
CN,2024,ALL,50+,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
CN,ALL,Male,20-49,19646,14649,6270,3986,2272,2121,243,96,385,18763,78.1,16474,9690,58.8,8796,90.8,15265,8209,53.8,7390,90
CN,ALL,Male,50+,3013,2042,1007,534,257,244,204,79,347,2874,71.1,2478,1233,49.8,1116,90.5,2329,1085,46.6,967,89.1
CN,ALL,Female,20-49,13473,7860,3037,2349,1146,1328,258,125,406.25,12600,62.4,10907,4087,37.5,3419,83.7,10155,3339,32.9,2648,79.3
CN,ALL,Female,50+,2155,1302,538,369,177,218,240,126,398.75,2045,63.7,1756,681,38.8,602,88.4,1633,556,34,480,86.3
CN,2006,Male,20-49,409,342,272,66,*,0,91.5,43,180.75,390,87.7,359,209,58.2,191,91.4,355,207,58.3,193,93.2
CN,2006,Male,50+,53,38,27,*,*,*,112.5,54,253.5,51,74.5,48,22,45.8,21,95.5,46,22,47.8,22,100
CN,2006,Female,20-49,233,162,114,40,*,*,120,57,215.5,218,74.3,204,66,32.4,61,92.4,201,84,41.8,71,84.5
CN,2006,Female,50+,38,29,25,*,0,*,73,38,173,37,78.4,35,11,31.4,*,*,35,*,*,*,*
CN,2007,Male,20-49,682,557,447,84,18,*,106,37,186,652,85.4,610,316,51.8,291,92.1,589,301,51.1,284,94.4
CN,2007,Male,50+,141,103,82,14,*,*,110,49.5,183.5,134,76.9,121,57,47.1,55,96.5,114,63,55.3,60,95.2
CN,2007,Female,20-49,547,387,292,67,13,15,135,62.5,198.5,527,73.4,491,120,24.4,104,86.7,480,137,28.5,124,90.5
CN,2007,Female,50+,78,54,46,*,*,*,145,89.5,188.75,77,70.1,69,12,17.4,12,100,67,22,32.8,20,90.9
CN,2008,Male,20-49,867,722,478,190,34,20,136,50,244.75,843,85.6,784,376,48,351,93.4,761,383,50.3,352,91.9
CN,2008,Male,50+,159,129,80,41,*,*,159,60,232,153,84.3,143,56,39.2,53,94.6,138,59,42.8,58,98.3
CN,2008,Female,20-49,616,476,309,136,17,14,156,73,242.5,590,80.7,546,119,21.8,110,92.4,532,150,28.2,131,87.3
CN,2008,Female,50+,95,73,47,22,*,*,176,94,246,91,80.2,87,19,21.8,18,94.7,84,24,28.6,23,95.8
CN,2009,Male,20-49,976,850,447,338,48,17,190,72,283.75,940,90.4,859,355,41.3,328,92.4,828,390,47.1,363,93.1
CN,2009,Male,50+,156,132,70,50,*,*,191.5,77.5,268.75,153,86.3,128,28,21.9,26,92.9,124,48,38.7,41,85.4
CN,2009,Female,20-49,730,613,287,275,30,21,214,119,294,707,86.7,635,107,16.9,103,96.3,603,167,27.7,148,88.6
CN,2009,Female,50+,135,117,54,56,*,*,214,97,291,132,88.6,118,24,20.3,23,95.8,111,33,29.7,31,93.9
CN,2010,Male,20-49,924,829,444,275,76,34,181,65,292,890,93.1,826,438,53,412,94.1,807,415,51.4,390,94
CN,2010,Male,50+,150,136,67,55,*,*,202,83,302.5,144,94.4,127,50,39.4,46,92,124,51,41.1,49,96.1
CN,2010,Female,20-49,730,624,289,270,32,33,208,105.75,306.25,690,90.4,636,128,20.1,116,90.6,603,122,20.2,104,85.2
CN,2010,Female,50+,92,85,43,36,*,*,200,80,280,88,96.6,82,20,24.4,18,90,80,19,23.8,19,100
CN,2011,Male,20-49,1046,930,470,321,94,45,196.5,63.25,301.75,1001,92.9,926,530,57.2,495,93.4,904,470,52,446,94.9
CN,2011,Male,50+,183,155,86,44,16,*,167,59,299,170,91.2,146,74,50.7,70,94.6,140,69,49.3,65,94.2
CN,2011,Female,20-49,913,798,259,301,105,133,271,144.25,378.75,862,92.6,759,174,22.9,158,90.8,720,163,22.6,145,89
CN,2011,Female,50+,123,105,42,46,15,*,227,131,322,114,92.1,102,28,27.5,26,92.9,100,28,28,25,89.3
CN,2012,Male,20-49,1221,1042,475,357,140,70,224,82,334,1164,89.5,1064,535,50.3,499,93.3,1020,479,47,445,92.9
CN,2012,Male,50+,215,178,92,50,18,18,188,78,329,207,86,184,61,33.2,60,98.4,178,58,32.6,55,94.8
CN,2012,Female,20-49,946,762,241,297,119,105,287,157.25,362,875,87.1,782,138,17.6,123,89.1,743,124,16.7,107,86.3
CN,2012,Female,50+,151,116,36,44,19,17,275.5,174,384.5,141,82.3,122,21,17.2,19,90.5,114,22,19.3,20,90.9
CN,2013,Male,20-49,1502,1111,458,350,196,107,251,108,360.5,1448,76.7,1320,687,52,641,93.3,1284,631,49.1,599,94.9
CN,2013,Male,50+,224,140,56,35,26,23,277,118.25,423,214,65.4,194,63,32.5,58,92.1,185,53,28.6,46,86.8
CN,2013,Female,20-49,1243,743,231,240,119,153,295,159.5,458,1172,63.4,1034,217,21,190,87.6,981,180,18.3,162,90
CN,2013,Female,50+,168,96,45,29,12,*,222.5,116.25,335.5,154,62.3,135,39,28.9,36,92.3,130,31,23.8,30,96.8
CN,2014,Male,20-49,1576,1260,488,354,270,148,261.5,117.75,395.25,1515,83.2,1387,675,48.7,617,91.4,1341,675,50.3,614,91
CN,2014,Male,50+,302,235,86,56,45,48,276,127,470,286,82.2,259,98,37.8,91,92.9,250,88,35.2,76,86.4
CN,2014,Female,20-49,1322,889,241,212,270,166,344,183,473,1236,71.9,1102,227,20.6,188,82.8,1035,211,20.4,166,78.7
CN,2014,Female,50+,238,173,46,36,50,41,359,192,494,225,76.9,200,46,23,42,91.3,186,38,20.4,32,84.2
CN,2015,Male,20-49,1616,1079,417,270,213,179,269,105.5,429.5,1525,70.8,1406,739,52.6,650,88,1358,740,54.5,641,86.6
CN,2015,Male,50+,266,161,73,36,23,29,232,62,428,244,66,221,79,35.7,71,89.9,215,92,42.8,82,89.1
CN,2015,Female,20-49,1067,504,169,122,100,113,296,153.75,477,949,53.1,814,219,26.9,182,83.1,772,303,39.2,233,76.9
CN,2015,Female,50+,230,116,42,23,13,38,295,134,578.75,216,53.7,193,45,23.3,41,91.1,189,59,31.2,54,91.5
CN,2016,Male,20-49,1716,878,344,207,148,179,263,97.25,450.25,1559,56.3,1389,909,65.4,786,86.5,1335,759,56.9,620,81.7
CN,2016,Male,50+,258,104,43,26,17,18,252,71.75,405.75,244,42.6,211,147,69.7,120,81.6,203,105,51.7,86,81.9
CN,2016,Female,20-49,1234,251,89,54,41,67,292,101.5,516.5,1114,22.5,982,583,59.4,479,82.2,934,380,40.7,273,71.8
CN,2016,Female,50+,171,52,20,*,*,13,266.5,165.25,496.5,162,32.1,135,92,68.1,80,87,126,60,47.6,45,75
CN,2017,Male,20-49,1656,1154,386,251,249,268,323,139,490,1540,74.9,1394,1069,76.7,950,88.9,1340,747,55.7,647,86.6
CN,2017,Male,50+,249,130,66,28,16,20,192,88.25,396,241,53.9,206,155,75.2,128,82.6,196,103,52.6,86,83.5
CN,2017,Female,20-49,1004,461,131,94,89,147,364,167,577,929,49.6,808,546,67.6,434,79.5,758,305,40.2,197,64.6
CN,2017,Female,50+,154,65,22,15,*,19,308,157,528,148,43.9,128,90,70.3,73,81.1,114,45,39.5,29,64.4
CN,2018,Male,20-49,1683,1216,337,318,251,310,327,185.75,507,1648,73.8,1525,1151,75.5,1022,88.8,1358,869,64,764,87.9
CN,2018,Male,50+,175,103,46,27,17,13,235,85,363.5,168,61.3,153,128,83.7,114,89.1,136,92,67.6,78,84.8
CN,2018,Female,20-49,890,354,112,64,58,120,359.5,144,577.75,855,41.4,757,578,76.4,450,77.9,686,421,61.4,313,74.3
CN,2018,Female,50+,133,57,16,11,*,20,423,185,546,127,44.9,111,90,81.1,79,87.8,104,64,61.5,53,82.8
CN,2019,Male,20-49,1350,951,238,213,210,290,362,200.5,550.5,1318,72.2,1064,686,64.5,632,92.1,888,454,51.1,409,90.1
CN,2019,Male,50+,150,93,36,29,12,16,261,103,378,149,62.4,131,89,67.9,85,95.5,120,72,60,66,91.7
CN,2019,Female,20-49,635,281,94,51,47,89,334,144,596,625,45,531,339,63.8,283,83.5,458,242,52.8,183,75.6
CN,2019,Female,50+,114,60,20,*,12,19,395.5,136.25,571.5,112,53.6,98,59,60.2,50,84.7,88,39,44.3,34,87.2
CN,2020,Male,20-49,651,497,149,107,92,149,327,164,533,631,78.8,524,307,58.6,280,91.2,427,237,55.5,213,89.9
CN,2020,Male,50+,96,69,25,12,16,16,297,128,465,94,73.4,76,42,55.3,39,92.9,66,41,62.1,35,85.4
CN,2020,Female,20-49,373,224,64,50,45,65,342.5,179.75,540,361,62,310,196,63.2,158,80.6,279,124,44.4,100,80.6
CN,2020,Female,50+,63,41,11,*,*,11,324,183,518,59,69.5,53,29,54.7,27,93.1,46,26,56.5,24,92.3
CN,2021,Male,20-49,605,475,153,128,77,117,300,140.5,496,587,80.9,503,338,67.2,317,93.8,402,252,62.7,235,93.3
CN,2021,Male,50+,83,54,29,*,*,*,179.5,73.5,365.5,79,68.4,70,41,58.6,41,100,59,40,67.8,36,90
CN,2021,Female,20-49,301,140,48,35,22,35,303,130,496.5,279,50.2,232,138,59.5,122,88.4,209,113,54.1,99,87.6
CN,2021,Female,50+,47,21,*,*,*,*,278,131,334,44,47.7,39,20,51.3,18,90,34,23,67.6,20,87
CN,2022,Male,20-49,704,475,180,105,93,97,284,106.5,450,672,70.7,505,351,69.5,320,91.2,267,199,74.5,174,87.4
CN,2022,Male,50+,86,47,24,*,*,*,187,79.5,362.5,80,58.8,54,39,72.2,35,89.7,35,29,82.9,26,89.7
CN,2022,Female,20-49,383,120,47,18,23,32,308.5,102.75,518,337,35.6,248,165,66.5,135,81.8,158,110,69.6,90,81.8
CN,2022,Female,50+,58,26,11,*,*,*,213.5,107.5,522.25,54,48.1,39,29,74.4,25,86.2,25,14,56,13,92.9
CN,2023,Male,20-49,448,268,86,50,56,76,341,160.75,538.25,426,62.9,29,19,65.5,14,73.7,**,**,**,**,**
CN,2023,Male,50+,64,32,18,*,*,*,183,85.5,385.25,60,53.3,*,*,*,*,*,**,**,**,**,**
CN,2023,Female,20-49,302,69,19,22,11,17,298,182,494,270,25.6,36,27,75,23,85.2,**,**,**,**,**
CN,2023,Female,50+,64,15,*,*,*,*,436,278.5,530.5,62,24.2,*,*,*,*,*,**,**,**,**,**
CN,2024,Male,20-49,14,13,*,*,*,*,538,416,589,14,92.9,0,0,,0,,**,**,**,**,**
CN,2024,Male,50+,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
CN,2024,Female,20-49,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
CN,2024,Female,50+,*,*,*,*,*,*,*,*,*,*,*,0,0,,0,,**,**,**,**,**
EA,ALL,ALL,ALL,229002,135991,69178,36226,15982,14605,197,92,333.84,218767,62.2,178182,41257,23.2,37018,89.7,162619,30309,18.6,26553,87.6
EA,2006,ALL,ALL,9605,7204,6198,771,119,116,100,44,167,9364,76.9,7993,103,1.3,89,86.4,7507,237,3.2,193,81.4
EA,2007,ALL,ALL,13104,10795,8654,1531,349,261,117,52,186,12729,84.8,10550,165,1.6,149,90.3,9694,233,2.4,179,76.8
EA,2008,ALL,ALL,12346,9502,6790,2008,339,365,140,63,213,12055,78.8,10128,185,1.8,149,80.5,9456,278,2.9,216,77.7
EA,2009,ALL,ALL,13857,10451,7262,2458,353,378,146.62,69,219.515,13565,77,11583,119,1,95,79.8,10801,272,2.5,198,72.8
EA,2010,ALL,ALL,14998,12318,7420,3697,637,564,169,78,255,14634,84.2,12693,123,1,83,67.5,11847,292,2.5,181,62
EA,2011,ALL,ALL,16356,13505,6841,5127,851,686,198,93,291,15882,85,13767,209,1.5,138,66,12876,317,2.5,159,50.2
EA,2012,ALL,ALL,17513,14367,6688,5655,1129,895,215,105,312,16992,84.6,14119,477,3.4,356,74.6,12833,683,5.3,500,73.2
EA,2013,ALL,ALL,15514,11150,4096,4016,1728,1310,262,136,366,14950,74.6,12489,912,7.3,764,83.8,11678,1258,10.8,1058,84.1
EA,2014,ALL,ALL,17635,9437,2711,2602,2741,1383,321,175,444,17021,55.4,14756,2854,19.3,2519,88.3,13834,3525,25.5,3060,86.8
EA,2015,ALL,ALL,14894,8998,3122,2319,2405,1152,290,142,430,14361,62.7,12095,4212,34.8,3663,87,11284,3703,32.8,3132,84.6
EA,2016,ALL,ALL,15003,7399,2328,1656,1743,1672,326,156.01,487,14448,51.2,11908,6514,54.7,5560,85.4,10974,3881,35.4,3283,84.6
EA,2017,ALL,ALL,13365,4550,1488,908,792,1362,329,143,547,12599,36.1,10014,5542,55.3,4874,87.9,9274,3038,32.8,2607,85.8
EA,2018,ALL,ALL,12169,3141,1005,655,588,893,329,149,530,11282,27.8,8886,5394,60.7,4886,90.6,8191,3596,43.9,3278,91.2
EA,2019,ALL,ALL,12837,3730,1219,797,650,1064,324,143.25,536,11896,31.4,9560,5450,57,5095,93.5,8548,3708,43.4,3477,93.8
EA,2020,ALL,ALL,11085,3267,1099,699,550,919,312,141.5,536.5,10184,32.1,8066,4588,56.9,4381,95.5,7332,2254,30.7,2157,95.7
EA,2021,ALL,ALL,9040,2529,934,501,411,683,292,130,518,8398,30.1,6416,2348,36.6,2246,95.7,5323,2508,47.1,2373,94.6
EA,2022,ALL,ALL,7284,2712,971,596,441,704,289,136,509,6607,41,3159,2062,65.3,1971,95.6,1167,526,45.1,502,95.4
EA,2023,ALL,ALL,2397,936,352,230,156,198,265,119,458,1800,52,0,0,,0,,**,**,**,**,**
EA,ALL,Male,ALL,83582,49988,28262,12584,5375,3767,175,72.2925,304,79280,63.1,63468,15161,23.9,13501,89.1,57508,10871,18.9,9386,86.3
EA,ALL,Female,ALL,145420,86003,40916,23642,10607,10838,211,105,350,139487,61.7,114714,26096,22.7,23517,90.1,105111,19438,18.5,17167,88.3
EA,ALL,ALL,20-49,202037,120354,60887,31789,14344,13334,198,91.635,337,192977,62.4,157097,35580,22.6,31919,89.7,143184,26334,18.4,23061,87.6
EA,ALL,ALL,50+,26965,15637,8291,4437,1638,1271,190,95,311,25790,60.6,21085,5677,26.9,5099,89.8,19435,3975,20.5,3492,87.8
EA,2006,Male,ALL,3551,2559,2270,233,31,25,88,34,155.5,3448,74.2,2858,41,1.4,36,87.8,2660,102,3.8,81,79.4
EA,2006,Female,ALL,6054,4645,3928,538,88,91,108,49,173,5916,78.5,5135,62,1.2,53,85.5,4847,135,2.8,112,83
EA,2007,Male,ALL,4536,3624,3036,451,87,50,100,40,172,4365,83,3516,64,1.8,58,90.6,3197,97,3,72,74.2
EA,2007,Female,ALL,8568,7171,5618,1080,262,211,125,61,192,8364,85.7,7034,101,1.4,91,90.1,6497,136,2.1,107,78.7
EA,2008,Male,ALL,4305,3342,2575,621,81,65,121,49,194,4165,80.2,3430,63,1.8,48,76.2,3181,114,3.6,91,79.8
EA,2008,Female,ALL,8041,6160,4215,1387,258,300,150,74,228,7890,78.1,6698,122,1.8,101,82.8,6275,164,2.6,125,76.2
EA,2009,Male,ALL,4914,3707,2812,733,81,81,126,50,197,4765,77.8,4061,46,1.1,35,76.1,3743,111,3,81,73
EA,2009,Female,ALL,8943,6744,4450,1725,272,297,157.37,80,232,8800,76.6,7522,73,1,60,82.2,7058,161,2.3,117,72.7
EA,2010,Male,ALL,5266,4332,2987,1124,144,77,140,58,223,5114,84.7,4326,39,0.9,24,61.5,3995,102,2.6,63,61.8
EA,2010,Female,ALL,9732,7986,4433,2573,493,487,184,94,272,9520,83.9,8367,84,1,59,70.2,7852,190,2.4,118,62.1
EA,2011,Male,ALL,5700,4645,2754,1565,213,113,166,68,264,5469,84.9,4600,92,2,56,60.9,4264,131,3.1,62,47.3
EA,2011,Female,ALL,10656,8860,4087,3562,638,573,215,111,303.14,10413,85.1,9167,117,1.3,82,70.1,8612,186,2.2,97,52.2
EA,2012,Male,ALL,6119,4990,2724,1839,282,145,185,81,285.75,5879,84.9,4770,198,4.2,144,72.7,4329,272,6.3,203,74.6
EA,2012,Female,ALL,11394,9377,3964,3816,847,750,232,122,323,11113,84.4,9349,279,3,212,76,8504,411,4.8,297,72.3
EA,2013,Male,ALL,5350,4015,1707,1478,552,278,235,107,334,5124,78.4,4248,321,7.6,261,81.3,3961,436,11,358,82.1
EA,2013,Female,ALL,10164,7135,2389,2538,1176,1032,277,154,398,9826,72.6,8241,591,7.2,503,85.1,7717,822,10.7,700,85.2
EA,2014,Male,ALL,6433,3729,1265,1065,1001,398,286,150,411,6194,60.2,5324,975,18.3,854,87.6,4982,1215,24.4,1027,84.5
EA,2014,Female,ALL,11202,5708,1446,1537,1740,985,341.5,198,460,10827,52.7,9432,1879,19.9,1665,88.6,8852,2310,26.1,2033,88
EA,2015,Male,ALL,5558,3530,1480,907,838,305,246,110.0375,390,5348,66,4421,1548,35,1329,85.9,4081,1339,32.8,1116,83.3
EA,2015,Female,ALL,9336,5468,1642,1412,1567,847,318,163.805,453,9013,60.7,7674,2664,34.7,2334,87.6,7203,2364,32.8,2016,85.3
EA,2016,Male,ALL,5680,2987,1132,703,670,482,277.39,121,437.17,5461,54.7,4455,2343,52.6,1958,83.6,4074,1385,34,1128,81.4
EA,2016,Female,ALL,9323,4412,1196,953,1073,1190,360,184.8775,521,8987,49.1,7453,4171,56,3602,86.4,6900,2496,36.2,2155,86.3
EA,2017,Male,ALL,5244,1871,759,401,319,392,261,110,460,4905,38.1,3831,2052,53.6,1773,86.4,3537,1118,31.6,923,82.6
EA,2017,Female,ALL,8121,2679,729,507,473,970,379.35,183.5,613.5,7694,34.8,6183,3490,56.4,3101,88.9,5737,1920,33.5,1684,87.7
EA,2018,Male,ALL,4706,1326,504,300,230,292,278,122.25,464.75,4333,30.6,3363,2045,60.8,1862,91.1,3094,1355,43.8,1244,91.8
EA,2018,Female,ALL,7463,1815,501,355,358,601,370,176,575.5,6949,26.1,5523,3349,60.6,3024,90.3,5097,2241,44,2034,90.8
EA,2019,Male,ALL,5048,1538,601,333,275,329,275,105.25,464,4637,33.2,3725,2071,55.6,1951,94.2,3313,1287,38.8,1216,94.5
EA,2019,Female,ALL,7789,2192,618,464,375,735,355,177,592,7259,30.2,5835,3379,57.9,3144,93,5235,2421,46.2,2261,93.4
EA,2020,Male,ALL,4125,1303,541,291,202,269,255,105.5,453,3757,34.7,2931,1602,54.7,1524,95.1,2651,722,27.2,691,95.7
EA,2020,Female,ALL,6960,1964,558,408,348,650,355,171,587,6427,30.6,5135,2986,58.1,2857,95.7,4681,1532,32.7,1466,95.7
EA,2021,Male,ALL,3447,1045,488,213,149,195,230,99,423,3183,32.8,2430,895,36.8,857,95.8,2005,909,45.3,861,94.7
EA,2021,Female,ALL,5593,1484,446,288,262,488,357,163.75,575.75,5215,28.5,3986,1453,36.5,1389,95.6,3318,1599,48.2,1512,94.6
EA,2022,Male,ALL,2725,1086,457,239,173,217,240.5,100,454.5,2476,43.9,1179,766,65,731,95.4,441,176,39.9,169,96
EA,2022,Female,ALL,4559,1626,514,357,268,487,321,169,555.5,4131,39.4,1980,1296,65.5,1240,95.7,726,350,48.2,333,95.1
EA,2023,Male,ALL,875,359,170,88,47,54,212,93,378.5,657,54.6,0,0,,0,,**,**,**,**,**
EA,2023,Female,ALL,1522,577,182,142,109,144,312,153,500,1143,50.5,0,0,,0,,**,**,**,**,**
EA,2006,ALL,20-49,8635,6458,5558,685,111,104,100,42,166,8422,76.7,7195,90,1.3,78,86.7,6757,202,3,161,79.7
EA,2006,ALL,50+,970,746,640,86,*,12,105,56,170,942,79.2,798,13,1.6,11,84.6,750,35,4.7,32,91.4
EA,2007,ALL,20-49,11729,9642,7725,1358,320,239,116,52,186,11393,84.6,9447,151,1.6,136,90.1,8675,208,2.4,159,76.4
EA,2007,ALL,50+,1375,1153,929,173,29,22,125,61,187,1336,86.3,1103,14,1.3,13,92.9,1019,25,2.5,20,80
EA,2008,ALL,20-49,11091,8536,6104,1780,307,345,139,62,214,10834,78.8,9113,170,1.9,137,80.6,8507,240,2.8,185,77.1
EA,2008,ALL,50+,1255,966,686,228,32,20,147,77,212.75,1221,79.1,1015,15,1.5,12,80,949,38,4,31,81.6
EA,2009,ALL,20-49,12244,9255,6402,2178,322,353,146,68,220.47,11986,77.2,10199,103,1,81,78.6,9504,212,2.2,151,71.2
EA,2009,ALL,50+,1613,1196,860,280,31,25,150,76,212,1579,75.7,1384,16,1.2,14,87.5,1297,60,4.6,47,78.3
EA,2010,ALL,20-49,13199,10815,6492,3206,584,533,169,77,257,12881,84,11181,106,0.9,74,69.8,10420,246,2.4,150,61
EA,2010,ALL,50+,1799,1503,928,491,53,31,169,87.5,244,1753,85.7,1512,17,1.1,*,*,1427,46,3.2,31,67.4
EA,2011,ALL,20-49,14265,11784,5948,4435,773,628,199,93,293,13857,85,12012,177,1.5,120,67.8,11219,266,2.4,128,48.1
EA,2011,ALL,50+,2091,1721,893,692,78,58,195,98,279,2025,85,1755,32,1.8,18,56.2,1657,51,3.1,31,60.8
