Region,Year,Sex,Age,enroll_n,enroll_byyear,enroll_percbyyear,cd4_enroll_n,cd4_enr_0_200,cd4_enr_201_350,cd4_enr_351_500,cd4_enr_501_up,cd4_enr_median,cd4_enr_p25,cd4_enr_p75,enroll_3mo_n,cd4_enroll_perc
EA,2023,ALL,20-49,2943,3379,87.1,846,285,223,151,187,285,145,462,1519,55.7
EA,2023,ALL,50+,436,3379,12.9,149,76,22,20,31,196,100,461,274,54.4
EA,ALL,Male,20-49,94160,307827,30.6,54441,25283,12387,8236,8535,221,87,399,85539,63.6
EA,ALL,Male,50+,15362,307827,5,8618,4330,1974,1216,1098,199,85,365,13921,61.9
EA,ALL,Female,20-49,182439,307827,59.3,105626,37448,23717,18388,26073,295,135,497,168710,62.6
EA,ALL,Female,50+,15866,307827,5.2,9296,3912,2308,1447,1629,242,120,420,14882,62.5
EA,2006,Male,20-49,7749,27451,28.2,4536,2713,922,452,449,155,60,298,7177,63.2
EA,2006,Male,50+,1197,27451,4.4,753,448,163,81,61,160,72,301,1123,67.1
EA,2006,Female,20-49,17223,27451,62.7,10965,5170,2518,1554,1723,217,97,393,16354,67
EA,2006,Female,50+,1282,27451,4.7,865,466,207,95,97,188,92,326,1211,71.4
EA,2007,Male,20-49,7915,28164,28.1,5646,2927,1288,711,720,191,69,355,7315,77.2
EA,2007,Male,50+,1281,28164,4.5,958,512,226,113,107,183,77,332,1190,80.5
