chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","16.84745","15.62758","18.24777",,"Male+Female","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","16.89265","15.65029","18.25812",,"Male+Female","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","16.89185","15.56512","18.24589",,"Male+Female","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","16.84301","15.50899","18.23412",,"Male+Female","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","16.76569","15.41995","18.17934",,"Male+Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Treatment adjusted Prevalence","8.143308311451078",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","7.268660991702023",,,,,,"2016","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","6.352871424935293",,,,,,"2017","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","5.683604359014548",,,,,,"2018","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","5.163866637062689",,,,,,"2019","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","4.772352690264076",,,,,,"2020","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","4.4611292585734885",,,,,,"2021","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","4.1839588101750635",,,,,,"2022","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","3.9501214845093124",,,,,,"2023","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","3.7217058005097052",,,,,,"2024","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"HIV tests conducted and positivity, by sex","Den Age-Female Gte 15","7478503",,,,,,"2019","PEPFAR COP 2020","PEPFAR reported data (Apr 2019) reported in PEPFAR COP 2020"
"HIV tests conducted and positivity, by sex","Per Age-Female Gte 15","7.24175680614155",,,,,,"2019","PEPFAR COP 2020","PEPFAR reported data (Apr 2019) reported in PEPFAR COP 2020"
"HIV tests conducted and positivity, by sex","Den Age-Male Gte 15","6216442",,,,,,"2019","PEPFAR COP 2020","PEPFAR reported data (Apr 2019) reported in PEPFAR COP 2020"
"HIV tests conducted and positivity, by sex","Per Age-Male Gte 15","3.51395541050652",,,,,,"2019","PEPFAR COP 2020","PEPFAR reported data (Apr 2019) reported in PEPFAR COP 2020"
"HIV tests conducted and positivity, by sex","Den Age-All","17530502",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","17530502"
"HIV tests conducted and positivity, by sex","Per Age-All","2.1",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","2.1"
"HIV tests conducted and positivity at community level","Mobile testing - Number of tests - Community","948182",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Positivity - Community Mobile Testing","1.5996928859648998",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","VCT - Number of tests - Community","11532",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Positivity - Community VCT Testing","3.2344779743322998",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Other - Number of tests - Community","193921",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Positivity - Community Other Testing","1.3165154882658001",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Total Community Tests","1153635",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at community level","Positivity - Community Modalities Total","1.5684336900319",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","PITC - Number of tests - Facility","364603",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","Positivity - Facility PITC Testing","2.1801795377438",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","ANC - Number of tests - Facility","1468846",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","Positivity - Facility ANC Testing","2.0983139144607",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","VCT - Number of tests - Facility","23660",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
"HIV tests conducted and positivity at facility level","Positivity - Facility VCT Testing","5.832628909552",,,,"Female, Male, Unknown Sex","15+, <15, Unknown Age","2023","PEPFAR",
