chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"HIV-negative tests - first-time testers and repeat testers","retests_total","842418.0692050133","774524.3940495057","923798.729881426",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","593045.4203753723","542804.2477641855","650843.6549072536",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","473482.7162889042","432260.24923438026","522798.07536276535",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","366864.4111811274","335939.7979655798","401413.2293036628",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","315563.43899518345","286874.1601931139","343338.77883470204",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","178517.838873311","164666.06826659804","194168.6741491682",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","278264.80758081266","253130.16370156515","305431.3234061589",,"both","15-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","260873.514801829","243051.12840621456","281221.67428784573",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","266805.06960137165","246949.08186659656","288861.4368708352",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","218673.67645290715","202696.18938677575","234525.10588281788",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","179582.87106624345","166444.50152076822","195330.89830361947",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","128901.12283935612","117813.72014915354","141017.7519295007",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","106104.66986010634","97259.10503792456","116293.41705331494",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","86309.26680232235","78977.80958926957","94405.0618616598",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","78122.43708621687","71067.27017517657","85669.6786249399",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","47627.93486237514","43784.13398573061","51706.713047809186",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","tests_first","78168.88563298478","71201.76041602773","85809.31453845948",,"both","15-99","2024","Shiny90",
"HIV-positive tests - new diagnoses and retests","retests","23492.077320246444",,,,"both","15-99","2015","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","22597.5998486382",,,,"both","15-99","2016","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","16675.78186439111",,,,"both","15-99","2017","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","15792.414035088263",,,,"both","15-99","2018","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","10157.631366870239",,,,"both","15-99","2019","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","4870.607132750415",,,,"both","15-99","2020","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","4364.099451552116",,,,"both","15-99","2021","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","3569.2602711272702",,,,"both","15-99","2022","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","1810.2810256133503",,,,"both","15-99","2023","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","retests","2223.5127627541387",,,,"both","15-99","2024","(calculated)","based on retests_aware and retests_art indicator values"
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8640.974638979025","8291.667959512268","8991.384822777243",,"both","15-99","2015","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8462.820189238006","8104.391414410317","8830.39712948026",,"both","15-99","2016","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8937.198224404317","8602.195111970033","9272.203637729166",,"both","15-99","2017","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7802.78364926339","7496.579805179086","8103.458941681578",,"both","15-99","2018","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","8232.346449831413","7933.366630157297","8523.602870721748",,"both","15-99","2019","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","10870.467589216252","10584.287085998632","11201.16590823786",,"both","15-99","2020","Shiny90",
"HIV-positive tests - new diagnoses and retests","new_diagnoses","7367.976885736531","7216.304993697522","7509.713601602678",,"both","15-99","2021","Shiny90",
