chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by age","aware","53.9466805200705","52.635342733389","55.1779683291863",,"both","25-34","2017","Shiny90",
"PLHIV who know status - by age","aware","57.7812521845121","56.5035983861038","58.9974269087429",,"both","25-34","2018","Shiny90",
"PLHIV who know status - by age","aware","61.5817823258922","60.4006987920652","62.8019802414743",,"both","25-34","2019","Shiny90",
"PLHIV who know status - by age","aware","66.3020654495781","65.1187920890846","67.5538428964205",,"both","25-34","2020","Shiny90",
"PLHIV who know status - by age","aware","69.254589060352","68.1510220162276","70.38506747172009",,"both","25-34","2021","Shiny90",
"PLHIV who know status - by age","aware","71.1030193677211","70.0222788612828","72.1325363143962",,"both","25-34","2022","Shiny90",
"PLHIV who know status - by age","aware","73.7472822161439","72.6782536638739","74.7594520163264",,"both","25-34","2023","Shiny90",
"PLHIV who know status - by age","aware","75.1615390997047","74.2074552182358","76.110195588859",,"both","25-34","2024","Shiny90",
"PLHIV who know status - by age","aware","52.7198610947653","51.591448836676804","53.981818755246",,"both","35-49","2015","Shiny90",
"PLHIV who know status - by age","aware","57.8348436310849","56.768396945689105","59.021860114732505",,"both","35-49","2016","Shiny90",
"PLHIV who know status - by age","aware","62.3324567380103","61.307478169396404","63.428699332882296",,"both","35-49","2017","Shiny90",
"PLHIV who know status - by age","aware","66.42621922930239","65.4896475392113","67.4971463936722",,"both","35-49","2018","Shiny90",
"PLHIV who know status - by age","aware","70.13538491959301","69.2137106970775","71.1240725107437",,"both","35-49","2019","Shiny90",
"PLHIV who know status - by age","aware","74.1677206433335","73.2834591064771","75.0689920395325",,"both","35-49","2020","Shiny90",
"PLHIV who know status - by age","aware","77.2033604218219","76.36169476982711","78.0390061649337",,"both","35-49","2021","Shiny90",
"PLHIV who know status - by age","aware","79.4063295524859","78.6389244948498","80.1693641267082",,"both","35-49","2022","Shiny90",
"PLHIV who know status - by age","aware","81.894995725936","81.189445988156","82.6104243360162",,"both","35-49","2023","Shiny90",
"PLHIV who know status - by age","aware","83.7932962826938","83.15216455484949","84.450090931812",,"both","35-49","2024","Shiny90",
"PLHIV who know status - by age","aware","56.877665318521","55.791101603294","58.0957644376926",,"both","50-99","2015","Shiny90",
"PLHIV who know status - by age","aware","62.052736426228705","61.044022139354105","63.1505956854843",,"both","50-99","2016","Shiny90",
"PLHIV who know status - by age","aware","66.5796573693675","65.6394053109017","67.6228615774995",,"both","50-99","2017","Shiny90",
"PLHIV who know status - by age","aware","70.6290104218099","69.7223793415501","71.608700546693",,"both","50-99","2018","Shiny90",
"PLHIV who know status - by age","aware","74.1677155127055","73.3251024578763","75.0643069112443",,"both","50-99","2019","Shiny90",
"PLHIV who know status - by age","aware","77.89341072924711","77.1205402788767","78.7530324028977",,"both","50-99","2020","Shiny90",
"PLHIV who know status - by age","aware","80.90909834839401","80.1805721152178","81.6836024322274",,"both","50-99","2021","Shiny90",
"PLHIV who know status - by age","aware","83.1692481738397","82.5073190292707","83.876626420404",,"both","50-99","2022","Shiny90",
"PLHIV who know status - by age","aware","85.6709955408811","85.0896413711926","86.3242315027283",,"both","50-99","2023","Shiny90",
"PLHIV who know status - by age","aware","87.7232496889216","87.1675783629275","88.3192612919246",,"both","50-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","212431.74005099485","192639.10364168815","234419.67874518828",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","247244.4373896534","225750.67778227536","267902.85967622814",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","287383.9872017489","261888.60315191597","313608.8661276014",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","372543.0473280117","341992.7716930194","405146.07317326515",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","497412.8302102661","460540.5997696613","539827.9299610637",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","751585.042313247","697698.2952869867","809987.3982931918",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","701714.7359291012","648810.358746358","756956.0919629877",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","658553.9026314798","612653.933760199","713094.2920112314",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","951503.5359728948","880896.9182008512","1036150.6821572228",,"both","15-99","2023","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","814238.6966986622","754824.0612504075","876723.9472452935",,"both","15-99","2024","Shiny90",
