chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.62959","1.43073","1.88885",,"Male+Female","15+","2018","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.60569","1.40468","1.871",,"Male+Female","15+","2019","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.58421","1.3763","1.84725",,"Male+Female","15+","2020","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.56008","1.35046","1.83259",,"Male+Female","15+","2021","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.53827","1.33474","1.82711",,"Male+Female","15+","2022","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.5166","1.30836","1.82273",,"Male+Female","15+","2023","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","Adult prevalence (15+) (Percent) Male+Female","1.49129","1.27609","1.81243",,"Male+Female","15+","2024","Spectrum estimates 2025 (UNAIDS/WHO)",
"Prevalence and positivity","positivity","4.8277266238824","3.8735872995148","6.0553518323943",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","positivity","4.517241608861299","3.8412375765540996","5.3555167685256",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","positivity","4.1163377873783995","3.7053643280894","4.499248029888999",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","positivity","3.6634979610977005","3.3144507483992003","4.0100597416294",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","positivity","3.2839137639317997","2.9835381746935","3.6151345167946998",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","positivity","3.1661334797205","2.8891733637248","3.4799127291194996",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","positivity","3.0576488795184003","2.7782456457138003","3.3669428490426",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","positivity","2.9768411155879","2.7026647708564","3.2730211219793",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","positivity","3.2178450226182003","2.902556404796","3.5434588867083",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","positivity","3.0138066946907","2.6806362996518","3.3299172099917",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","yldnew","1.7651475442381","1.3384245817256","2.3541478277843",,"both","15-99","2015","Shiny90",
"Prevalence and positivity","yldnew","1.6094243047116998","1.2773559973935","1.9859164826906999",,"both","15-99","2016","Shiny90",
"Prevalence and positivity","yldnew","1.3697463135686","1.1734570951529","1.5402705348349",,"both","15-99","2017","Shiny90",
"Prevalence and positivity","yldnew","1.1310827965023","0.9946690731856","1.2580850023729",,"both","15-99","2018","Shiny90",
"Prevalence and positivity","yldnew","1.0034801724106999","0.896383207517","1.0990457829968",,"both","15-99","2019","Shiny90",
"Prevalence and positivity","yldnew","1.0105843172814","0.8955613308635001","1.1142599169514",,"both","15-99","2020","Shiny90",
"Prevalence and positivity","yldnew","0.9880154588826","0.8757115108722","1.0929744709884999",,"both","15-99","2021","Shiny90",
"Prevalence and positivity","yldnew","0.9982176365976","0.8898786603633","1.0961712905402998",,"both","15-99","2022","Shiny90",
"Prevalence and positivity","yldnew","1.0755251102852","0.9544578077449999","1.1962745688046001",,"both","15-99","2023","Shiny90",
"Prevalence and positivity","yldnew","0.9729938437173","0.8633089825627001","1.0742330615525",,"both","15-99","2024","Shiny90",
"Prevalence and positivity","Treatment adjusted Prevalence","1.2428619558310376",,,,,,"2015","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","1.1766653521836339",,,,,,"2016","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","1.1124783678036736",,,,,,"2017","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","1.0811139255888929",,,,,,"2018","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","1.0498437117612713",,,,,,"2019","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.9825893535037475",,,,,,"2020","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.9225902453289649",,,,,,"2021","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
