chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"PLHIV who know status - by age","aware","90.0173344614804","89.57911271923969","90.44328606850989",,"both","35-49","2015","Shiny90",
"PLHIV who know status - by age","aware","90.9931847395401","90.5580769810019","91.4037554589155",,"both","35-49","2016","Shiny90",
"PLHIV who know status - by age","aware","92.6972741968931","92.27820974648509","93.1148504271474",,"both","35-49","2017","Shiny90",
"PLHIV who know status - by age","aware","95","94.6770065308237","95.5066460998001",,"both","35-49","2018","Shiny90",
"PLHIV who know status - by age","aware","95","95.9141615692989","96.5396912273514",,"both","35-49","2019","Shiny90",
"PLHIV who know status - by age","aware","95","96.2463107779213","96.7678621810702",,"both","35-49","2020","Shiny90",
"PLHIV who know status - by age","aware","95","96.6415805907081","97.0860475123281",,"both","35-49","2021","Shiny90",
"PLHIV who know status - by age","aware","95","97.14508491795961","97.4190394989964",,"both","35-49","2022","Shiny90",
"PLHIV who know status - by age","aware","95","97.59703283654059","97.82682705943499",,"both","35-49","2023","Shiny90",
"PLHIV who know status - by age","aware","95","97.8478251463865","98.10109945839321",,"both","35-49","2024","Shiny90",
"PLHIV who know status - by age","aware","89.0181338043886","88.2631593018877","89.7262302691732",,"both","50-99","2015","Shiny90",
"PLHIV who know status - by age","aware","90.7785838638389","90.2398717961932","91.3524056555729",,"both","50-99","2016","Shiny90",
"PLHIV who know status - by age","aware","92.88934439448559","92.405440007423","93.4147382759345",,"both","50-99","2017","Shiny90",
"PLHIV who know status - by age","aware","95","95.29759470517129","95.8929838801862",,"both","50-99","2018","Shiny90",
"PLHIV who know status - by age","aware","95","96.5170068758944","97.00925817624059",,"both","50-99","2019","Shiny90",
"PLHIV who know status - by age","aware","95","97.0535207510365","97.4455473542816",,"both","50-99","2020","Shiny90",
"PLHIV who know status - by age","aware","95","97.81902426017281","98.0829965403548",,"both","50-99","2021","Shiny90",
"PLHIV who know status - by age","aware","95","98.2353028038812","98.43713288565749",,"both","50-99","2022","Shiny90",
"PLHIV who know status - by age","aware","95","98.56601797910099","98.728080183279",,"both","50-99","2023","Shiny90",
"PLHIV who know status - by age","aware","95","98.7779452650124","98.9421602273426",,"both","50-99","2024","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","66574.83642785213","61844.63883073923","71336.13052823918",,"both","15-99","2015","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","198876.19730943063","182013.66651118643","216513.6860059522",,"both","15-99","2016","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","315750.06619031075","292690.3516635484","340921.54175890144",,"both","15-99","2017","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","552170.7718519818","505180.5556524365","603536.1318285774",,"both","15-99","2018","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","500689.1344124249","463975.3086159045","539343.4009565352",,"both","15-99","2019","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","347231.11238312034","323867.4197181898","373343.49830561905",,"both","15-99","2020","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","376427.72123577725","346305.79274888604","409407.9414096791",,"both","15-99","2021","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","386248.3937634144","354361.8122189483","417301.0300392879",,"both","15-99","2022","Shiny90",
"HIV-negative tests - first-time testers and repeat testers","retests_total","377629.149565596","348459.4252729133","409413.6116407323",,"both","15-99","2023","Shiny90",
