chart,indicator,value,value_lower,value_upper,value_comment,sex,age,year,source_database,notes
"Prevalence and positivity","Treatment adjusted Prevalence","0.14795861528925644",,,,,,"2019","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.13690244663856227",,,,,,"2020","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.13639943647197017",,,,,,"2021","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.13513013276693947",,,,,,"2022","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.1275604165807021",,,,,,"2023","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"Prevalence and positivity","Treatment adjusted Prevalence","0.11907836013472249",,,,,,"2024","(calculated)","based on population, estimated PLHIV, and estimated PLHIV on ART data values"
"HIV tests conducted and positivity, by sex","Den Age-Female Gte 15","852508",,,"validated","Females","15+","2024","Global AIDS Monitoring 2025","852508"
"HIV tests conducted and positivity, by sex","Per Age-Female Gte 15","0.1",,,"validated","Females","15+","2024","Global AIDS Monitoring 2025","0.1"
"HIV tests conducted and positivity, by sex","Den Age-Male Gte 15","1004027",,,"validated","Males","15+","2024","Global AIDS Monitoring 2025","1004027"
"HIV tests conducted and positivity, by sex","Per Age-Male Gte 15","0.4",,,"validated","Males","15+","2024","Global AIDS Monitoring 2025","0.4"
"HIV tests conducted and positivity, by sex","Den Age-All","1858277",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1858277"
"HIV tests conducted and positivity, by sex","Per Age-All","0.2",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","0.2"
"HIV tests conducted and positivity at community level","VCT - Number of tests - Community","6789",,,,,,"2018","Global AIDS Monitoring 2019",
"HIV tests conducted and positivity at community level","VCT - Positivity - Community","5.5",,,,,,"2018","Global AIDS Monitoring 2019",
"HIV tests conducted and positivity at community level","Den Community-Community Other","77971",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","77971"
"HIV tests conducted and positivity at community level","Per Community-Community Other","1.6",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1.6"
"HIV tests conducted and positivity at community level","Den Community-Community All","77971",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","77971"
"HIV tests conducted and positivity at community level","Per Community-Community All","1.6",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","1.6"
"HIV tests conducted and positivity at facility level","Den Facility-Facility Provider Init","107389",,,"validated","All sexes","All ages","2024","Global AIDS Monitoring 2025","107389"
